2,18,2017033800104321
2,104,2017033800104681
2,56,2017033800106351
2,42,2018033800104202
2,54,2018033800104217
2,108,2018033800104225
2,30,2018033800104233
2,85,2018033800104241
2,43,2018033800104256
2,37,2018033800104272
2,46,2018033800104287
2,26,2018033800104295
2,34,2018033800104314
2,48,2018033800104322
2,24,2018033800104337
2,47,2018033800104345
2,77,2018033800104353
2,60,2018033800104361
2,62,2018033800104376
2,1,2018033800104384
2,70,2018033800104392
2,82,2018033800104403
2,33,2018033800104411
2,79,2018033800104426
2,89,2018033800104434
2,40,2018033800104442
2,109,2018033800104465
2,110,2018033800104473
2,35,2018033800104481
2,29,2018033800104496
2,111,2018033800104507
2,87,2018033800104515
2,12,2018033800104546
2,68,2018033800104554
2,76,2018033800104562
2,4,2018033800104593
2,36,2018033800104604
2,2,2018033800104612
2,5,2018033800104627
2,55,2018033800104635
2,45,2018033800104643
2,52,2018033800104651
2,44,2018033800104666
2,64,2018033800104674
2,28,2018033800104697
2,84,2018033800104701
2,112,2018033800104724
2,14,2018033800104732
2,9,2018033800104747
2,75,2018033800104755
2,20,2018033800104771
2,71,2018033800104786
2,3,2018033800104794
2,23,2018033800104805
2,72,2018033800104813
2,58,2018033800104821
2,19,2018033800104836
2,80,2018033800104844
2,113,2018033800104852
2,50,2018033800104867
2,39,2018033800104883
2,11,2018033800104891
2,13,2018033800104902
2,66,2018033800104925
2,83,2018033800104933
2,63,2018033800104956
2,8,2018033800104964
2,86,2018033800105004
2,27,2018033800105012
2,61,2018033800105027
2,74,2018033800105035
2,25,2018033800105043
2,38,2018033800105051
2,114,2018033800105066
2,6,2018033800105074
2,115,2018033800105082
2,7,2018033800106642
2,15,2018033800106665
2,21,2018033800106673
2,116,2018033800108037
2,78,2018033800108045
2,67,2018033800108061
2,41,2018033800110013
2,53,2018033800110083
2,31,2018033800110091
2,81,2018033800110102
2,57,2018033800110117
2,65,2018033800110125
2,32,2018033800110133
2,117,2018033800110141
2,59,2018033800110172
2,91,2018033800110195
2,118,2018033800110431
2,90,2018033800110527
2,88,2018033800110535
2,22,2018033800110543
2,16,2018033800110551
2,119,2018033800110566
2,120,2018033800112171
1,78,2018033800123443
2,49,2018033800126317
2,17,2018033800137942
1,74,2019033800100654
1,64,2019033800100662
1,107,2019033800100677
1,92,2019033800100685
1,100,2019033800100693
1,93,2019033800100704
1,103,2019033800100712
1,89,2019033800100727
1,86,2019033800100855
1,95,2019033800100863
1,79,2019033800100871
1,36,2019033800100886
1,56,2019033800100894
1,52,2019033800100905
1,54,2019033800100913
1,10,2019033800100921
1,111,2019033800100936
1,88,2019033800100944
1,38,2019033800100952
1,87,2019033800100967
1,18,2019033800100975
1,40,2019033800100983
1,11,2019033800100991
1,29,2019033800101007
1,121,2019033800101015
1,75,2019033800101023
1,119,2019033800101031
1,77,2019033800101046
1,25,2019033800101054
1,109,2019033800101062
1,21,2019033800101077
1,102,2019033800101085
1,16,2019033800101093
1,3,2019033800101104
1,32,2019033800101112
1,43,2019033800101127
1,105,2019033800101135
1,67,2019033800101143
1,4,2019033800101151
1,80,2019033800101166
1,26,2019033800101174
1,90,2019033800101182
1,51,2019033800101197
1,5,2019033800101201
1,120,2019033800101216
1,23,2019033800101224
1,14,2019033800101232
1,66,2019033800101247
1,61,2019033800101255
1,76,2019033800101263
1,30,2019033800101271
1,112,2019033800101286
1,22,2019033800101294
1,24,2019033800101305
1,69,2019033800101313
1,60,2019033800101321
1,49,2019033800101336
1,70,2019033800101344
1,108,2019033800101352
1,114,2019033800101367
1,68,2019033800101375
1,110,2019033800101383
1,8,2019033800101391
1,33,2019033800101402
1,31,2019033800101417
1,48,2019033800101425
1,27,2019033800101433
1,116,2019033800101441
1,2,2019033800101456
1,72,2019033800101464
1,94,2019033800101472
1,34,2019033800101487
1,59,2019033800101495
1,91,2019033800101506
1,96,2019033800101514
1,28,2019033800101522
1,6,2019033800101537
1,7,2019033800101545
1,118,2019033800101553
1,47,2019033800101561
1,98,2019033800101576
1,71,2019033800101584
1,85,2019033800101592
1,63,2019033800101603
1,99,2019033800101611
1,81,2019033800101626
1,12,2019033800101634
1,44,2019033800101642
1,9,2019033800101657
1,37,2019033800101665
1,15,2019033800101673
1,58,2019033800101681
1,104,2019033800101696
1,115,2019033800101707
1,101,2019033800101715
1,106,2019033800101723
1,42,2019033800101731
1,20,2019033800101746
1,84,2019033800101754
1,19,2019033800101762
1,46,2019033800101777
1,41,2019033800101785
1,62,2019033800101793
1,13,2019033800101804
1,97,2019033800101812
1,122,2019033800101827
1,1,2019033800101835
1,117,2019033800101843
1,73,2019033800101851
1,39,2019033800101866
1,82,2019033800101874
1,113,2019033800101882
1,50,2019033800101897
1,45,2019033800103374
2,121,2019033800131335
1,17,2019033800135526
1,35,2019033800135534
1,53,2019033800135542
1,83,2019033800135557
1,57,2019033800135565
1,65,2019033800135573
1,55,2019033800135581
